1.3525618705898523e-03	-1059.000	0
6.2331979279406369e-05	0.000	2
4.0331913623958826e-05	-1059.000	6
2.3798007532604970e-05	0.000	2
6.8070534325670451e-05	-974.000	0
1.4497431402560323e-04	-823.000	0
1.9829987650155090e-05	0.000	2
1.9911110575776547e-04	-1004.000	0
2.1942872990621254e-05	0.000	2
1.4428718714043498e-04	-758.000	0
1.2429774506017566e-04	-887.000	0
2.4400026177318068e-06	0.000	2
4.5717388275079429e-04	-346.000	0
2.0034196495544165e-05	0.000	2
4.7217920655384660e-04	-948.000	0
3.2948606531135738e-04	0.000	2
3.9240365731529891e-04	-1059.000	0
8.1894337199628353e-05	-770.000	0
1.8607464153319597e-04	-849.000	0
5.2477658027783036e-04	-986.000	0
5.5040715960785747e-04	0.000	0
1.6814896662253886e-04	-977.000	0
3.1242208206094801e-04	0.000	0
2.5035123690031469e-04	-993.000	0
2.8898258460685611e-04	0.000	0
3.2153903157450259e-04	-992.000	0
2.6964587959810160e-05	0.000	2
3.6798435030505061e-04	-1025.000	0
4.4639928091783077e-05	0.000	2
1.2983815395273268e-04	-1003.000	0
3.5220720747020096e-05	0.000	2
5.9678684920072556e-04	-998.000	0
2.0062594558112323e-04	0.000	0
1.3438318273983896e-04	-893.000	0
1.2664674613915849e-05	-1295.000	0
1.5487808268517256e-03	-994.000	0
2.6345187507104129e-05	0.000	2
5.3025549277663231e-05	-995.000	4
3.1993793527362868e-05	0.000	2
1.2506360653787851e-03	-981.000	0
1.2759998207911849e-03	-1715.000	0
1.0347102943342179e-04	-639.000	0
2.0452241878956556e-03	0.000	0
1.0078656487166882e-04	-1044.000	0
1.9615448545664549e-03	0.000	0
6.9372457801364362e-05	-995.000	0
1.8384813301963732e-05	0.000	2
1.9820395391434431e-04	-998.000	0
2.3678429424762726e-03	0.000	0
8.1517000216990709e-04	-952.000	0
3.6498674307949841e-04	-463.000	0
3.2943462429102510e-05	-979.000	0
5.3229392506182194e-04	-895.000	0
4.0477572474628687e-04	786.000	0
1.0277277760906145e-04	-601.000	0
7.1875634603202343e-04	0.000	0
2.1232113067526370e-04	-1012.000	0
7.0512825914192945e-05	-807.000	0
1.5982972399797291e-05	0.000	2
1.3336530537344515e-04	-987.000	0
4.4297365093370900e-05	0.000	2
5.2897148998454213e-04	-1006.000	0
6.1394704971462488e-04	-973.000	0
1.4758210163563490e-03	0.000	0
2.9689658549614251e-04	-969.000	0
5.0456150347599760e-05	0.000	2
8.6459121666848660e-04	-969.000	0
1.6996307749650441e-05	0.000	2
1.9822738249786198e-04	-995.000	0
5.5194285232573748e-04	0.000	0
3.6286647082306445e-04	-980.000	0
3.3709475246723741e-05	0.000	2
1.0758318239822984e-04	-986.000	0
2.8668402592302300e-05	0.000	2
1.3133833999745548e-04	-978.000	0
3.9094044041121379e-05	-362.000	0
2.2588840220123529e-03	-987.000	0
9.1438501840457320e-05	-1061.000	0
6.4426785684190691e-05	0.000	2
1.2392930511850864e-04	-1081.000	0
3.2379186450270936e-05	0.000	2
7.9767618444748223e-05	-1015.000	0
1.3786695490125567e-04	-969.000	0
1.6486390450154431e-05	0.000	2
3.3726732362993062e-04	-1057.000	0
3.8792819395894185e-05	0.000	2
8.3747108874376863e-05	-973.000	0
2.4270968424389139e-05	0.000	2
1.1991349310846999e-04	-989.000	0
1.5618716133758426e-05	0.000	2
2.2370053920894861e-04	-1032.000	0
1.7726335499901325e-05	0.000	2
2.7626828523352742e-04	-1045.000	0
2.8571841539815068e-05	-381.000	0
1.6894234577193856e-03	-1015.000	0
1.8004908270086162e-05	0.000	2
2.1552525868173689e-04	-1077.000	0
1.1780118802562356e-04	-966.000	0
5.1949406042695045e-04	-903.000	0
4.2212435801047832e-05	0.000	0
3.2957890653051436e-05	-903.000	6
4.0655355405760929e-05	0.000	2
8.7629479821771383e-05	-1034.000	0
5.6113809114322066e-04	-924.000	0
5.3637213568435982e-05	-879.000	0
1.6284469893435016e-05	0.000	2
1.6276485985144973e-04	-856.000	0
2.4866030798875727e-05	0.000	2
4.0501734474673867e-04	-891.000	0
6.6351836721878499e-05	-594.000	0
2.6915047783404589e-04	-940.000	0
1.6891129780560732e-04	-1071.000	0
2.1428009858937003e-05	0.000	2
5.6711415527388453e-04	-1000.000	0
1.9428180166869424e-05	0.000	2
2.7156638680025935e-04	-987.000	0
3.0288576454040594e-05	0.000	2
6.8330921931192279e-04	-1021.000	0
1.8524087863625027e-05	0.000	2
7.2196329711005092e-04	-1004.000	0
6.3562860304955393e-05	0.000	2
3.2471670419909060e-04	-1015.000	0
5.0243717851117253e-05	0.000	2
2.4611718254163861e-04	-925.000	0
3.1320560083258897e-05	0.000	2
3.5163838765583932e-04	-1036.000	0
2.3078045342117548e-04	-891.000	0
2.1720450604334474e-04	-973.000	0
2.1622621716232970e-05	0.000	2
5.0498824566602707e-04	-1018.000	0
3.1489191314904019e-05	-1106.000	0
1.8336641005589627e-05	0.000	2
3.9410189492627978e-04	-912.000	0
4.0415592957288027e-04	-1018.000	0
1.9932292343582958e-04	-927.000	0
